code,description
G7150102,"Risk Reserve To Support East Side Access Project Completion."
G7160101,"Network Expansion: Misc Engineering/Prog Support"
G7160102,"Network Expansion: MTA Independent Engineering Consultant"
G7160103,"Mentoring Program Administration"
N7000101,"MTA Sbdp Construction Management (Scope A)"
N7000102,"MTA Sbdp Business Development (Scope B)"
N7110101,"MTA Core Long-Range Planning Support For Capital Needs"
N7110102,"MTA Long-Range Travel Corridor Research And Planning Support"
N7110103,"MTA Capital Program Support"
N7110104,"MTA Urban Core Infrastructure Reserve"
N7110105,"Demolition Madison Ave HQ Campus"
N7110106,"Ongoing Installation - Communication Equipment"
N7130101,"MTA Construction & Development Support"
T8041346,"ADA Accessibility At Broadway Junction Complex"
T8041326,"ADA Accessibility At 36 Street On The 4 Avenue Line"
T8041348,"ADA Accessibility At Church Avenue On The Brighton Line"
T8041310,"ADA Accessibility At Myrtle Avenue On The Jamaica Line"
T8041312,"ADA Accessibility At Junius Street On The New Lots Line"
T8041314,"ADA Accessibility At Sheepshead Bay On The Brighton Line"
T8041379,"ADA Accessibility At Norwood Avenue On The Jamaica Line"
T8041302,"ADA Accessibility At 96 Street On The 8 Avenue Line"
T8041336,"ADA Accessibility At Rockaway Boulevard On The Liberty Line"
T8041320,"ADA Accessibility At Avenue I On The Culver Line"
T8041321,"ADA Accessibility At Kings Highway On The Culver Line"
T8041338,"ADA Accessibility At Woodhaven Boulevard On The Queens Line"
T8041339,"ADA Accessibility At Steinway Street On The Queens Line"
T8041373,"ADA Accessibility At Court Square-23 Street On The Queens Line"
T8041322,"ADA Accessibility At Classon Avenue On The Crosstown Line"
T8041371,"ADA Accessibility At 137 Street On The Broadway-7 Avenue Line"
T8041323,"ADA Accessibility At New Lots Avenue On The New Lots Line"
T8041331,"ADA Accessibility At Parkchester-East 177 Street On The Pelham Line"
T8041333,"ADA Accessibility At Mosholu Parkway On The Jerome Line"
T8041306,"ADA Accessibility At 86 Street On The Lexington Line"
T8041311,"ADA Accessibility At Borough Hall On The Lexington Line"
T8041334,"ADA Accessibility At 242 Street On The Broadway-7 Avenue Line"
T8041309,"ADA Accessibility At 81 Street On The 8 Avenue Line"
T8041341,"ADA Accessibility At Broadway On The Astoria Line"
T8041376,"ADA Accessibility At Burnside Avenue On The Jerome Line"
T8041372,"ADA Accessibility At Harlem 148 Street On The Lenox Line"
T8041349,"ADA Accessibility At 33 Street-Rawson Street On The Flushing Line"
T8041347,"ADA Accessibility At Northern Boulevard On The Queens Line"
T8041352,"ADA Accessibility At 46 Street-Bliss Street On The Flushing Line"
T8041380,"ADA Accessibility At Middletown Road On The Pelham Line"
T8041303,"ADA Accessibility At Dyckman Street (Northbound) On The Broadway-7 Avenue Line"
T8041304,"ADA Accessibility At 6 Avenue On The Canarsie Line"
T8041305,"ADA Accessibility At 14 Street On The Broadway-7 Ave Line"
T8041313,"ADA Accessibility At Avenue H Station (Northbound) On The Brighton Line"
T8041317,"ADA Accessibility At Grand Street On The Canarsie Line"
T8041319,"ADA Accessibility At 7 Avenue On The 6 Avenue Line"
T8041327,"ADA Accessibility At Lorimer Street On The Canarsie Line"
T8041328,"ADA Accessibility At Metropolitan Ave On The Crosstown Line"
T8041329,"ADA Accessibility At Woodhaven Boulevard On The Jamaica Line"
T8041330,"ADA Accessibility And Station Improvements At Westchester Square On The Pelham Line"
T8041332,"ADA Accessibility At East 149 Street On The Pelham Line"
T8041337,"ADA Accessibility At Beach 67 Street On The Far Rockaway Line"
T8041345,"ADA Accessibility At 181 Street On The 8 Avenue Line"
T8041370,"ADA Emergency Elevator Two-Way Communication System"
T8041375,"ADA Accessibility At 95 Street On The 4 Avenue Line"
T8041386,"ADA: Queensboro Plz / Fls Additional Support"
T8041369,"Pslan At Various ADA Locations"
T8041378,"Owner Controlled Insurance Program - ADA"
T80413DD,"ADA Design"
T80413RR,"ADA: 23 Stations"
T8040714,"Replace 3 Escalators At Broadway Junction On The Fulton Line"
T8040718,"Replace 1 Escalator At Parkchester On The Pelham Line"
T8040715,"Replace 14 Elevators At 5 Locations"
T8040707,"Penn Station Ny-33Rd Corridor (Phase 2: Replace 3 Hydraulic Elevators At 34 st On The Broadway-7 Avenue Line)"
T8040708,"Replace 5 Hydraulic Elevators At 2 Locations On The Jamaica Line"
T8040709,"Replace 4 Escalators At 2 Locations On The Flushing Line"
T8040711,"Replace 4 Escalators At 2 Locations On 4 Ave And Concourse Lines"
T8040712,"Replace 17 Escalators At 6 Locations On Various Lines"
T8040713,"Replace 8 Escalators At Grand Central On The Flushing Line"
T8040716,"Replace 6 Escalators At 2 Locations"
T8040717,"Replace 19 Elevators At Various Locations"
T8040719,"Replace 17 Elevators At 8 Stations"
T8040720,"Replace 20 Elevators At 9 Stations"
T8040721,"Replace 21 Escalators At 6 Stations"
T8040701,"Replace 17 Hydraulic Elevators"
T8040702,"Replace 37 Hydraulic Elevators"
T8040703,"Replace Escalators At Various Locations"
T8040704,"Replace 2 Escalators"
T8040705,"Escalators Design"
T8040706,"Elevators Design"
T8040710,"Pslan At Various Elevator And Escalator Locations"
T8041227,"Platform Components: 137 Street On The Broadway-7 Avenue Line"
T8041224,"Station Renewal: Borough Hall On The Lexington Avenue Line"
T8041209,"Livonia Av-Junius st Station Connector"
T8041256,"Platform Components: New Lots Avenue On The New Lots Line"
T8041257,"Station Renewal: 242 Street On The Broadway-7 Avenue Line"
T8041259,"Station Components: 46 Street-Bliss Street On The Flushing Line"
T8041234,"Platform Components: Broadway Junction On The Jamaica Line"
T8041265,"Platform Components: Burnside Avenue On The Jerome Line"
T8041291,"Customer Service Center At Parkchester On The Pelham Line"
T8041212,"Other Station Work"
T8041213,"Station Components: Main Street On The Flushing Line"
T8041216,"Platform Components: East Broadway On The 6 Avenue Line"
T8041217,"Platform Components: 2 Locations On The Queens Boulevard Line"
T8041218,"Platform Components: 5 Locations On The Broadway-7 Avenue Line"
T8041219,"Penn Station Ny-33Rd Corridor (Phase 2: Leak Remediation At 34 st On The Broadway-7 Avenue Line"
T8041221,"Ventilator Repairs At 8 Ave On The Canarsie Line"
T8041222,"Ventilator Repairs At 2 Locations On The Fulton Line"
T8041223,"Ventilator Repairs At 3 Locations In Manhattan And The Bronx"
T8041225,"Platform Components: 68 st - Hunter College On The Lexington Avenue Line"
T8041226,"Ventilator Repairs At Grand Central On The Flushing Line"
T8041229,"Platform Components: 6 Avenue On The Canarsie Line"
T8041230,"Platform Components: 14 Street On The 6 Avenue Line"
T8041231,"Platform Components: Metropolitan Ave On The Crosstown Line"
T8041232,"Station Renewal: Woodhaven Boulevard On The Jamaica Line"
T8041235,"Ventilator Repairs At 4 Locations In Manhattan"
T8041236,"Grand Central: Widening Stairs U2/U6 On The Lexington Line - Design Only"
T8041238,"Station Components: 43 Locations, Phase 1"
T8041239,"Grand Central: Center Core East On The Flushing Line"
T8041240,"Grand Central: Widening Stairs U2/U6 On The Lexington Line"
T8041243,"Station Renewal: 111 Street On The Flushing Line"
T8041244,"Station Renewal: 103 Street-Corona Plaza On The Flushing Line"
T8041245,"Station Renewal: 82 Street-Jackson Heights On The Flushing Line"
T8041246,"Station Renewal: 69 Street On The Flushing Line"
T8041247,"Station Renewal: 52 Street On The Flushing Line"
T8041249,"Platform Edges: 2 Locations On The Jamaica Line"
T8041250,"Station Renewal: 85 Street-Forest Parkway On The Jamaica Line"
T8041251,"Station Renewal: 75 Street-Elderts Lane On The Jamaica Line"
T8041252,"Station Renewal: Cypress Hills On The Jamaica Line"
T8041254,"Ventilator Repairs At 4 Locations In Brooklyn"
T8041258,"Station Renewal: 61 Street-Woodside On The Flushing Line"
T8041260,"Stormwater Mitigation: Street Stairs Package 1"
T8041261,"Emergency Lighting At Grand Street On The Canarsie Line"
T8041262,"Platform Components: 111 Street On The Flushing Line"
T8041264,"Stormwater Mitigation: East 149 Street On The Pelham Line"
T8041266,"Art At Other Stations"
T8041270,"Stormwater Mitigation: Street Stairs Package 2"
T8041271,"Station Painting: Court Street On The Broadway Line"
T8041272,"Station Painting: 45 Street On The 4 Avenue Line"
T8041273,"Station Painting: 25 Street On The 4 Avenue Line"
T8041274,"Station Painting: 145 Street On The 8 Avenue Line"
T8041275,"Station Painting: Myrtle-Wyckoff Complex On The Canarsie And Myrtle Lines"
T8041276,"Station Painting: Euclid Avenue On The Fulton Line"
T8041277,"Ventilator Repairs At 3 Locations In Manhattan"
T8041278,"Ventilator Repairs At 3 Locations In Queens"
T8041280,"Stormwater Mitigation: Cortlandt Street"
T8041282,"Comm And Security Upgrades At Sutphin Blvd-Archer Ave"
T8041283,"Track Wall Tiles At 14 Street On The Broadway-7 Avenue Line"
T8041292,"Platform Gap Retrofit At Spring Street On The 8 Avenue Line (Southbound)"
T8041293,"Control House Repairs At 181 Street On The 8 Avenue Line (Overlook Terrace)"
T8041201,"Station Renewals At 5 ADA Locations"
T8041202,"Station Renewals At 3 Locations"
T8041203,"Plat, Mezz, & Interior Stair Comps: ADA Locations"
T8041204,"Platform Components: Various Locations"
T8041205,"Station Ventilators: Various Locations"
T8041206,"Small Business Mentoring Program - Stations"
T8041207,"Station Painting: Various Locations"
T8041208,"Misc. Station Component/Renewal Work"
T8041210,"Water Condition Remedy: Various Locations"
T8041211,"Miscellaneous Station Investments"
T8041215,"Station Components Design"
T8041220,"Miscellaneous Stations Work Design"
T8041237,"Platform Screen Doors Pilot"
T8041241,"Track Safety Stations Initiatives"
T8041253,"Stormwater Mitigation: Various Stations"
T8041255,"Station Condition Survey"
T8041263,"Replacement Of Signage At Various Stations"
T8041269,"Water Condition Remedy - 2023"
T8041281,"Ventilator Repairs At 2 Locations On The Canarsie Line"
T8041284,"Stations Central Maintenance Facility"
T8041286,"Facade Repair At 4 Avenue Station On The 6 Avenue Line"
T8041287,"Emergency Lighting At 11 Stations"
T8041296,"Platform Barriers"
T80412DD,"Station Renewals Design"
T8040401,"New Fare Payment System (Nfps): Add Support Costs"
T8040402,"Turnstiles: Refurbishment (Excl. Electronics)"
T8040403,"Low Turnstiles: Procurement"
T8040404,"Wide Turnstiles: Procurement/Installation"
T8040405,"Additional Work: Fare Collection"
T8040406,"Purchase 80 Automated Farecard Access System (Afas) Units"
T8040407,"Wide Aisle Gates: Survey And Design"
T8050288,"Mainline Track Replacement At Broadway Junction On The Jamaica Line"
T8050287,"Mainline Track Replacement At 3 Stations"
T80502A7,"Mainline Track Replacement At 4 Stations"
T8050239,"Mainline Track Replacement / 86 Street On Broadway-7th Ave"
T8050244,"Mainline Track Replacement / 68 St-Hunter College"
T8050246,"Mainline Track Replacement / Westchester Square On The Pelham Line"
T8050289,"Mainline Track Replacement 2023 / White Plains Road"
T8050290,"Mainline Track Replacement 2023 / Broadway (Canal St)"
T8050201,"Mainline Track Replacement"
T8050202,"Continuous Welded Rail"
T8050203,"Track Force Account"
T8050204,"Mainline Track Replacement / Rutgers Tube"
T8050205,"Mainline Track Replacement 2020 / Queens"
T8050206,"Mainline Track Replacement 2020 / 8th Avenue"
T8050207,"Mainline Track Replacement 2020 / Broadway-7th Ave"
T8050208,"Mainline Track Replacement 2020 / Flushing"
T8050209,"Mainline Track Replacement 2020 / Lexington"
T8050210,"Mainline Track Replacement 2020 / Brighton"
T8050211,"Mainline Track Replacement 2020 / Jamaica"
T8050212,"Mainline Track Replacement 2020/ Lenox-White Plain"
T8050213,"Mainline Track Replacement 2020 / 6th Avenue"
T8050214,"Mainline Track Replacement 2020 / Astoria"
T8050215,"Mainline Track Replacement 2020 / Dyre"
T8050216,"Mainline Track Replacement 2020 / Concourse"
T8050217,"Mainline Track Replacement 2020 / 63Rd St"
T8050218,"Mainline Track Replacement 2020 / West End"
T8050219,"Mainline Track Replacement 2020 / Rockaway"
T8050220,"Mainline Track Replacement 2020 / 7th Avenue"
T8050221,"Mainline Track Replacement 2020 / Pelham"
T8050222,"Mainline Track Replacement 2020 / Support Costs"
T8050223,"Continuous Welded Rail 2020"
T8050224,"2020 Track Force Account"
T8050225,"Mainline Track Replacement (Direct Fixation) / Archer Avenue"
T8050226,"Mainline Track Replacement 2021 / Myrtle (Wyckoff Ave)"
T8050227,"Mainline Track Replacement 2021 / 11th Street Cut"
T8050228,"Mainline Track Replacement 2021 / Brighton"
T8050229,"Mainline Track Replacement 2021 / Broadway"
T8050230,"Mainline Track Replacement 2021 / Concourse"
T8050231,"Mainline Track Replacement 2021 / Broadway-7th Ave"
T8050232,"Mainline Track Replacement 2021 / Jamaica"
T8050233,"Mainline Track Replacement 2021 / Eastern Parkway"
T8050234,"Mainline Track Replacement 2021 / Jerome"
T8050235,"Mainline Track Replacement 2021 / Flushing"
T8050236,"Mainline Track Replacement 2021 / Pelham"
T8050237,"Mainline Track Replacement 2021 / Lenox-White Plains Road"
T8050238,"Mainline Track Replacement 2021 / Jamaica (Crescent To Cypress)"
T8050240,"Mainline Track Replacement 2021 / Support Costs"
T8050241,"Mainline Track Replacement (Direct Fixation) / Jamaica"
T8050242,"Mainline Track Replacement (Direct Fixation) / 63 Street"
T8050243,"Mainline Track Replacement 2021 / Lexington"
T8050245,"2021 Track Force Account"
T8050247,"Mainline Track Replacement 2022 / 6th Ave-Culver"
T8050248,"Mainline Track Replacement 2022 / 8th Avenue"
T8050249,"Mainline Track Replacement 2022 / 7th Avenue"
T8050250,"Mainline Track Replacement 2022 / Brighton"
T8050251,"Mainline Track Replacement 2022 / Support Costs"
T8050252,"Mainline Track Replacement 2022 / Myrtle"
T8050253,"Mainline Track Replacement 2022 / Jamaica"
T8050254,"Mainline Track Replacement 2022 / Astoria"
T8050255,"Mainline Track Replacement 2022 / Concourse"
T8050256,"Mainline Track Replacement 2022 / Broadway-7th Ave"
T8050257,"Mainline Track Replacement 2022 / West End"
T8050258,"Mainline Track Replacement 2022 / Liberty"
T8050259,"Mainline Track Replacement 2022 / Eastern Parkway"
T8050260,"Mainline Track Replacement 2022 / Rockaway"
T8050261,"Mainline Track Replacement 2022 / Lenox-Wpr"
T8050263,"Mainline Track Replacement 2022 / Culver"
T8050264,"2022 Track Force Account"
T8050265,"Mainline Track Replacement 2022 / 8th Avenue (Track A-1)"
T8050266,"Mainline Track Replacement 2022 / White Plains Road"
T8050267,"Mainline Track Replacement 2022 / Astoria (Guarded Curve)"
T8050268,"Mainline Track Replacement 2023 / 6th Ave-Culver"
T8050269,"Continuous Welded Rail 2023"
T8050270,"Mainline Track Replacement 2023 / Queens-63 St"
T8050272,"Mainline Track Replacement 2023 / Support Costs"
T8050273,"Mainline Track Replacement 2023 / Eastern Parkway"
T8050274,"Mainline Track Replacement 2023 / Astoria"
T8050275,"Mainline Track Replacement 2023 / Brighton"
T8050276,"Mainline Track Replacement 2023 / Jamaica"
T8050277,"Mainline Track Replacement 2023 / Canarsie"
T8050278,"Mainline Track Replacement 2023 / Jerome"
T8050279,"Mainline Track Replacement 2023 / Lenox-Wpr"
T8050280,"Mainline Track Replacement 2023 / Pelham"
T8050281,"Mainline Track Replacement 2023 / West End"
T8050282,"Mainline Track Replacement 2023 / Rockaway"
T8050283,"Mainline Track Replacement 2023 / Manhattan Bridge"
T8050284,"Mainline Track Replacement 2023 / 4th Avenue"
T8050285,"Mainline Track Replacement 2023 / Flushing"
T8050286,"2023 Track Force Account"
T8050292,"Mainline Track Replacement 2024 / Broadway-7th Ave"
T8050293,"Mainline Track Replacement 2024 / Pelham"
T8050294,"Mainline Track Replacement 2024 / White Plains Road"
T8050295,"Mainline Track Replacement 2024 / Jamaica"
T8050296,"Mainline Track Replacement 2024 / Eastern Parkway"
T8050297,"Continuous Welded Rail 2024"
T8050298,"Mainline Track Replacement 2024 / Support Costs"
T8050299,"Mainline Track Replacement 2024 / 4th Avenue"
T80502A1,"Mainline Track Replacement 2024 / Queens"
T80502A2,"Mainline Track Replacement 2024 / Brighton"
T80502A3,"Mainline Track Replacement 2024 / Broadway"
T80502A4,"Mainline Track Replacement 2024 / Lenox-Wpr"
T80502A5,"Mainline Track Replacement 2024 / Dyre"
T80502A6,"Mainline Track Replacement 2024 / Jerome"
T80502A8,"2024 Track Force Account"
T80502B3,"Mainline Track Replacement 2024 / Eastern Parkway (Grand Army Plaza)"
T80502B4,"Mainline Track Replacement 2025 / 8th Avenue"
T80502B5,"Mainline Track Replacement 2025 / Broadway-7th Avenue"
T80502B7,"Mainline Track Replacement 2025 / Flushing"
T80502B8,"Mainline Track Replacement 2025 / Rockaway"
T80502B9,"Mainline Track Replacement 2025 / Support Costs"
T8050303,"Mainline Track Switches 2020 / Brighton"
T8050304,"Mainline Track Switches 2020 / Sea Beach"
T8050305,"Mainline Track Switches 2020 / 8th Avenue"
T8050306,"Mainline Track Switches 2020 / Queens"
T8050307,"Mainline Track Switches 2020 / Pelham"
T8050308,"Mainline Track Switches 2020 / 4th Avenue"
T8050309,"Mainline Track Switches 2020 / Lexington"
T8050310,"Mainline Track Switches 2020 / White Plains Rd"
T8050311,"Mainline Track Switches 2020 / Broadway"
T8050312,"Mainline Track Switches 2020 / Rockaway"
T8050314,"Mainline Track Switches 2021 / 8th Avenue"
T8050315,"Mainline Track Switches 2021 / Liberty"
T8050316,"Mainline Track Switches 2021 / Jerome"
T8050317,"Mainline Track Switches 2021 / Pelham"
T8050318,"Mainline Track Switches 2021 / 6th Ave-Culver"
T8050319,"Mainline Track Switches 2021 / Brighton"
T8050323,"Mainline Track Switches 2022 / Canarsie"
T8050324,"Mainline Track Switches 2022 / 8th Avenue"
T8050325,"Mainline Track Switches 2022 / Jamaica"
T8050326,"Mainline Track Switches 2022 / Myrtle"
T8050327,"Mainline Track Switches 2022 / 6th Ave-Culver"
T8050328,"Mainline Track Switches 2022 / Brighton"
T8050329,"Mainline Track Switches 2022 / Broadway"
T8050331,"Mainline Track Switches 2022 / 4 Avenue"
T8050332,"Mainline Track Switches 2022 / Lexington"
T8050333,"Mainline Track Switches 2023 / West End"
T8050335,"Mainline Track Switches 2023 / 6th Ave-Culver"
T8050336,"Mainline Track Switches 2023 / 8th Ave-Fulton"
T8050337,"Mainline Track Switches 2023 / Brighton"
T8050338,"Mainline Track Switches 2023 / Lenox-Wpr"
T8050339,"Mainline Track Switches 2023 / Rockaway"
T8050340,"Mainline Track Switches 2023 / Sea Beach"
T8050341,"Mainline Track Switches 2023 / Myrtle"
T8050353,"Mainline Track Switches 2024 / Canarsie"
T8050355,"Mainline Track Switches 2025 / Pelham"
T8050357,"Mainline Track Switches 2025 / 8th Avenue"
T8050301,"Switch Replacement: Sigmod Locations"
T8050302,"Switch Replacement: Various Locations"
T8050313,"Mainline Track Switches 2020 / Support Costs"
T8050320,"Mainline Track Switches 2021 / Support Costs"
T8050321,"Sigmod: Queens Blvd East (Hillside) - Switch Replacement"
T8050322,"Mainline Track Switches 2022 / Support Costs"
T8050334,"Mainline Track Switches 2023 / Support Costs"
T8050342,"Mainline Track Switches 2024 / Support Costs"
T8050343,"Mainline Track Switches 2024 / 8th Ave-Fulton"
T8050344,"Mainline Track Switches 2024 / Broadway-7th Ave"
T8050345,"Mainline Track Switches 2024 / Liberty"
T8050346,"Mainline Track Switches 2024 / Lenox-Wpr"
T8050347,"Mainline Track Switches 2024 / Lexington"
T8050348,"Mainline Track Switches 2024 / Jamaica"
T8050349,"Mainline Track Switches 2024 / Flushing"
T8050350,"Mainline Track Switches 2024 / Dyre"
T8050351,"Mainline Track Switches 2024 / West End"
T8050352,"Mainline Track Switches 2024 / Jerome"
T8050356,"Mainline Track Switches 2025 / Support Costs"
T8030217,"Battery Electric Bus Charging Infrastructure At Jamaica Depot - Design Only"
T8030219,"Battery Electric Bus Charging Infrastructure: Jamaica Gantries"
T8030230,"Electric Bus Charging Infrastructure"
T8030201,"Purchase 172 Standard Battery Electric Buses"
T8030202,"Purchase 155 Standard Cng Buses"
T8030203,"Purchase 18 Articulated Battery Electric Buses"
T8030204,"Purchase 224 Articulated Buses"
T8030205,"Purchase 92 Express Buses"
T8030206,"Purchase 19 Express Buses"
T8030207,"Advanced Tech Bus Development"
T8030208,"Purchase 126 Standard Hybrid-Electric Buses (Nova)"
T8030209,"Purchase 209 Standard Diesel Buses (Nova)"
T8030210,"Purchase 84 Standard Hybrid-Electric Buses (New Flyer)"
T8030211,"Purchase 139 Standard Diesel Buses (New Flyer)"
T8030213,"Purchase 15 Standard Battery Electric Buses"
T8030214,"Bus Purchase Design"
T8030215,"Purchase 5 Standard Battery Electric Buses"
T8030218,"Automated Passenger Counting, Phase 2"
T8030220,"Purchase 72 Articulated Battery Electric Buses"
T8030221,"Purchase 193 Standard Battery Electric Buses"
T8060505,"Rehab Deep Wells On The Nostrand Line"
T8060506,"Rehab Fan Plant Damper Systems - 7 Locations"
T8060507,"Replace Supervisory Vent Controls At 2 Locations On The Flushing Line"
T8060514,"Fan Plant SCADA Head-End Upgrade"
T8060517,"Deep Wells Back-Flushing On The Lenox Line"
T8060518,"Tunnel Lighting On The 8 Avenue Line"
T8060519,"Fiber Optic Cable On The 8 Avenue Line"
T8060521,"Rehab Pump Room At Willoughby Street On The Broadway Line"
T8060522,"Rehab Pump Room At ADAms Street On The Broadway Line"
T8060523,"Rehab Pump Room At Rockwell Place On The 4 Avenue Line"
T8060524,"Deep Wells Back-Flushing On The Fulton And Crosstown Lines"
T8060525,"Fan Plant Component Repairs On The Concourse Line (Fiber Only)"
T8060526,"Sandy Mitigation: Pump Room Enhancements"
T8060527,"Sandy Mitigation: 4 Pump Rooms (Jerome-Pelham Tube)"
T8060528,"Sandy Mitigation: Duct Seals At 2 Fan Plants"
T8060530,"Rehab Pump Rooms: 4 Locations"
T8060501,"Tunnel Lighting: Various Locations"
T8060502,"Fan Plants: Various Locations"
T8060503,"Pump Rooms & Deep Wells: Various Locations"
T8060504,"Additional Work: Line Equipment"
T8060508,"Pump Rooms & Deep Wells Design"
T8060512,"Fan Plants Design"
T8060513,"Tunnel Lighting Design"
T8070311,"Plenum Plate Demolition & Structure Rehab On The Eastern Parkway Line"
T8070312,"Line Structure Component Repairs On The Canarsie Line"
T8070315,"Overcoat Painting: Culver Line Section 1"
T8070316,"Overcoat Painting: Culver Line Section 2"
T8070317,"Overcoat Painting: 48 st To 72 st On The Flushing Line"
T8070318,"Line Structure Component Repairs On The Concourse Line"
T8070319,"Vents Between Stations: East 161 Street To East 192 Street On The Concourse Line"
T8070320,"Rehabilitation Of Emergency Exits At 6 Locations"
T8070323,"Replace Electrical And Mechanical Equipment At South Channel Bridge On The Rockaway Line"
T8070324,"Rehab Hammels Wye On The Rockaway Line"
T8070325,"Elevated Structure Repairs: Over-Land Sections On The Rockaway Line"
T8070329,"Line Structure Component Repairs On The 8 Avenue Line (Downtown Manhattan)"
T8070331,"Structure Repairs: 61 Street-Woodside On The Flushing Line"
T8070332,"Repair Abutment Wall: Coney Island Yard"
T8070333,"Replace Bridge: st Marks Avenue On The Franklin Avenue Shuttle"
T8070334,"Rehabilitation Of Emergency Exits At 12 Locations"
T8070335,"Overcoat Painting: Myrtle Avenue To Desales Place On The Jamaica Line"
T8070336,"Overcoat Painting: Williamsburg Bridge To Myrtle Avenue On The Jamaica Line"
T8070337,"Overcoat Painting: East New York Leads & Loops"
T8070338,"Line Structure Component Repairs On The Brighton Line (Grouting)"
T8070339,"Line Structure Component Repairs At 138 St-3 Ave Station On The Pelham Line"
T8070341,"Demolition Of Abandoned Structures On The White Plains Road Line"
T8070342,"Demolition Of Abandoned Structures On The Jamaica Line"
T8070344,"Overcoat Painting: Kings Highway To West 8 Street On The Culver Line"
T8070345,"Elevated Structure Repairs: Portal To Kings Highway On The Culver Line"
T8070347,"Demolition Of Abandoned Structures: Signal Tower On The Jamaica Line"
T8070359,"Overcoat Painting: 225 Street To 242 Street On The Broadway-7 Avenue Line"
T8070360,"Line Structure Component Repairs On The 8 Avenue Line (Uptown Manhattan)"
T8070361,"Line Structure Component Repairs On The Broadway-7 Avenue Line (Uptown Manhattan)"
T8070362,"Repair Expansion Joints On The Broadway-7 Avenue Line (Uptown Manhattan)"
T8070363,"Stormwater Mitigation On The Broadway-7 Avenue Line (Uptown Manhattan)"
T8070364,"Demolition Of Abandoned Structures On The Broadway-7 Avenue Line (Uptown Manhattan)"
T8070365,"Line Structure Component Repairs On The 4 Avenue Line"
T8070368,"Structural Rehabilitation From Boston Road To East 180th Street Abutment On White Plains Road Line (Additional Costs)"
T8070369,"Overcoat Painting And Steel Repairs At 17 Bridges On The Dyre Line (Additional Costs)"
T8070370,"Overcoat Painting At East 180 Street Flyover On The Dyre Line (Additional Costs)"
T8070371,"Vents Between Stations: Halsey Street On The Canarsie Line (10 Locations)"
T8070373,"Overcoat Painting: Portal To Kings Highway On The Culver Line"
T8070378,"Demolition Of Abandoned Structures: Circuit Breaker House On The Jamaica Line"
T8070301,"Subway Structure Repairs: Various Locations"
T8070302,"Elevated Structure Repairs: Various Locations"
T8070303,"Elevated Structure Painting And Repair"
T8070304,"Elevated Structure Netting"
T8070305,"Miscellaneous Line Structure Investments"
T8070307,"Small Business Mentoring Program - Line Structures"
T8070308,"Structural Repairs Of Steinway Loop On The Queens Boulevard Line"
T8070309,"Subway Structure Repairs Design"
T8070310,"Special/Misc. Structures Design"
T8070313,"Line Structures Painting And Repair Design"
T8070314,"Elevated Structure Repairs Design"
T8070326,"Line Structure Component Repairs On The Jamaica Line"
T8070327,"Line Structure Component Repairs On The 63 Street Line"
T8070328,"Vents Between Stations: 63 Street To 91 Street On The 4 Avenue Line"
T8070330,"Line Structure Component Repairs On The Jerome And White Plains Road Lines"
T8070340,"Stormwater Mitigation: Various Locations"
T8070348,"Overcoat Painting: Myrtle Line Outstanding Work"
T8070353,"East Side Access: Nyct Related Work"
T8070354,"Line Structure Component Repairs On The Lexington And Jerome Lines"
T8070355,"Rehabilitation Of Emergency Exits At Various Locations"
T8070356,"Line Structure Component Repairs At East Broadway On The 6 Avenue Line"
T8070374,"Demolition Of Abandoned Structures On The Broadway-7 Avenue Line"
T8070375,"Elevated Structure Repairs: 9 Avenue Portal To Stillwell Terminal On The West End Line"
T8080301,"Interlocking Ssi Replacement: Bergen st Cul"
T8080304,"Sigmod: 8 Av And 2 Interlockings (Add Supp Costs)"
T8080313,"CBTC: Flushing Line Equipment Removals"
T8080317,"Sigmod: Queens Blvd East And 3 Interlockings (Hillside) - Furnish"
T8080318,"Sigmod: Queens Blvd East And 3 Interlockings (Hillside) - Install"
T8080320,"Cable Messenger Brackets On The Brighton Line"
T8080323,"Sigmod: Crosstown Line And 3 Interlockings"
T8080328,"Interlocking Ssi Replacement: Bergen Street On The Culver Line"
T8080302,"System-Wide Signal Improvements"
T8080303,"Sigmod Equipment For Cars And Locomotives"
T8080305,"Miscellaneous Sigmod Supporting Investments"
T8080312,"Mechanical Plug-In Timer Relays Replacement"
T8080314,"Single Chip Ultra-Wideband Interoperability Proof Of Concept"
T8080315,"Signal Enhancements"
T8080316,"CBTC: General Engineering Consultant"
T8080326,"CBTC: Equip 640 R211 Option 1 Cars"
T8080327,"Validation & Verification For CBTC-Ssi"
T8080329,"CBTC: Equip 437 R211 Option 2 Cars"
T8080330,"Rail Simulation Study"
T8080331,"CBTC: Carborne Equipment Purchase"
T8080332,"CBTC QBL West (Additional Costs)"
T80803DD,"Signal Modernization Design"
T80803RR,"Sigmod: 3 Lines And Associated Interlockings"
T8080613,"Penn Station Ny-33Rd Corridor (Phase 2: Communication Room Upgrade At 34 st On The Broadway-7 Ave Line"
T8080637,"Electronic Security: Columbus Circle Complex"
T8080649,"Pslan Upgrade: 75 Street-Elderts Lane On The Jamaica Line"
T8080652,"Antenna Cable Replacement: Manhattan Bridge"
T8080658,"Fiber Optic Cable Replacement (2023)"
T8080659,"Antenna Cable Replacement: Jay Street"
T8080660,"Comm Room Upgrade: Apc Replacement"
T8080661,"Comm Room Hvac: 138 Street-Grand Concourse On The Jerome Line"
